#,,,
# The Tor Project,,,
#,,,
# URL: https://metrics.torproject.org/userstats-bridge-country.csv?start=2017-01-01&end=2019-12-31&country=jo,,,
#,,,
date,country,users,frac
9/25/19,jo,69,59
9/26/19,jo,52,65
9/27/19,jo,48,69
9/28/19,jo,46,68
9/29/19,jo,54,67
9/30/19,jo,46,71
10/1/19,jo,40,71
10/2/19,jo,44,70
10/3/19,jo,46,60
10/4/19,jo,35,67
10/5/19,jo,32,67
10/6/19,jo,37,66
10/7/19,jo,45,66
10/8/19,jo,54,68
10/9/19,jo,56,66
10/10/19,jo,53,67
10/11/19,jo,53,68
10/12/19,jo,44,68
10/13/19,jo,49,70
10/14/19,jo,51,71
10/15/19,jo,48,71
10/16/19,jo,43,73
10/17/19,jo,35,70
10/18/19,jo,35,70
10/19/19,jo,35,72
10/20/19,jo,43,63
10/21/19,jo,47,65
10/22/19,jo,49,66
10/23/19,jo,52,65
10/24/19,jo,56,65
10/25/19,jo,35,63
10/26/19,jo,42,63
10/27/19,jo,44,66
10/28/19,jo,45,69
10/29/19,jo,43,66
10/30/19,jo,53,64
10/31/19,jo,55,61
11/1/19,jo,48,61
11/2/19,jo,41,61
11/3/19,jo,37,59
11/4/19,jo,41,57
11/5/19,jo,44,60
11/6/19,jo,50,58
11/7/19,jo,53,57
